# time	energy_lowpass
3.560000	-64.286391
3.570000	-64.296186
3.580000	-64.312364
3.590000	-64.339584
3.600000	-64.356932
3.610000	-64.364330
3.620000	-64.376190
3.630000	-64.388293
3.640000	-64.400055
3.650000	-64.413053
3.660000	-64.424758
3.670000	-64.435453
3.680000	-64.449667
3.690000	-64.467390
3.700000	-64.486764
3.710000	-64.508878
3.720000	-64.505868
3.730000	-64.474967
3.740000	-64.430173
3.750000	-64.363577
3.760000	-64.290829
3.770000	-64.212834
3.780000	-64.114704
3.790000	-63.999452
3.800000	-63.887253
3.810000	-63.777763
3.820000	-63.663067
3.830000	-63.547957
3.840000	-63.416425
3.850000	-63.267319
3.860000	-63.112409
3.870000	-62.947975
3.880000	-62.797085
3.890000	-62.663243
3.900000	-62.532863
3.910000	-62.412852
3.920000	-62.292603
3.930000	-62.171311
3.940000	-62.060552
3.950000	-61.958400
3.960000	-61.843833
3.970000	-61.716802
3.980000	-61.586409
3.990000	-61.447571
4.000000	-61.315925
4.010000	-61.192732
4.020000	-61.066161
4.030000	-60.939871
4.040000	-60.803110
4.050000	-60.653596
4.060000	-60.499098
4.070000	-60.336265
4.080000	-60.168669
4.090000	-59.996842
4.100000	-59.815957
4.110000	-59.626669
4.120000	-59.441433
4.130000	-59.260572
4.140000	-59.078435
4.150000	-58.898152
4.160000	-58.711147
4.170000	-58.516750
4.180000	-58.321804
4.190000	-58.124371
4.200000	-57.949949
4.210000	-57.801948
4.220000	-57.667071
4.230000	-57.552964
4.240000	-57.446653
4.250000	-57.347588
4.260000	-57.269318
4.270000	-57.209634
4.280000	-57.147609
4.290000	-57.083609
4.300000	-57.026693
4.310000	-56.972026
4.320000	-56.936079
4.330000	-56.920349
4.340000	-56.912965
4.350000	-56.917961
4.360000	-56.919722
4.370000	-56.915678
4.380000	-56.916340
4.390000	-56.917124
4.400000	-56.924704
4.410000	-56.939986
4.420000	-56.955621
4.430000	-56.973033
4.440000	-57.008599
4.450000	-57.062797
4.460000	-57.128729
4.470000	-57.210623
4.480000	-57.297169
4.490000	-57.387698
4.500000	-57.491435
4.510000	-57.605968
4.520000	-57.645399
4.530000	-57.602070
4.540000	-57.514549
4.550000	-57.358214
4.560000	-57.184635
4.570000	-56.995554
4.580000	-56.742775
4.590000	-56.435675
4.600000	-56.132716
4.610000	-55.831813
4.620000	-55.509890
4.630000	-55.180228
4.640000	-54.793981
4.650000	-54.347121
4.660000	-53.873989
4.670000	-53.362722
4.680000	-52.875241
4.690000	-52.420609
4.700000	-51.960427
4.710000	-51.512748
4.720000	-51.048784
4.730000	-50.565506
4.740000	-50.093255
4.750000	-49.626176
4.760000	-49.105567
4.770000	-48.530423
4.780000	-47.925200
4.790000	-47.275093
4.800000	-46.622159
4.810000	-45.969103
4.820000	-45.282633
4.830000	-44.571993
4.840000	-44.008800
4.850000	-43.606770
4.860000	-43.292056
4.870000	-43.113482
4.880000	-42.964550
4.890000	-42.842043
4.900000	-42.843602
4.910000	-42.949791
4.920000	-43.049338
4.930000	-43.146968
4.940000	-43.285639
4.950000	-43.440334
4.960000	-43.705895
4.970000	-44.090094
4.980000	-44.526995
4.990000	-45.039719
5.000000	-45.498929
5.010000	-45.886346
5.020000	-46.280977
5.030000	-46.645284
5.040000	-47.040705
5.050000	-47.473495
5.060000	-47.879813
5.070000	-48.272178
5.080000	-48.770801
5.090000	-49.377560
5.100000	-50.042744
5.110000	-50.796632
5.120000	-51.552640
5.130000	-52.305256
5.140000	-53.122841
5.150000	-53.986374
5.160000	-54.699700
5.170000	-55.250717
5.180000	-55.717991
5.190000	-56.046762
5.200000	-56.366332
5.210000	-56.680279
5.220000	-56.874506
5.230000	-56.973089
5.240000	-57.092615
5.250000	-57.226948
5.260000	-57.333697
5.270000	-57.438837
5.280000	-57.439781
5.290000	-57.328602
5.300000	-57.175766
5.310000	-56.956399
5.320000	-56.829640
5.330000	-56.817101
5.340000	-56.824453
5.350000	-56.897846
5.360000	-56.959814
5.370000	-57.003216
5.380000	-57.107670
5.390000	-57.257673
5.400000	-57.310599
5.410000	-57.264947
5.420000	-57.179553
5.430000	-57.018863
5.440000	-56.887164
5.450000	-56.791360
5.460000	-56.650153
5.470000	-56.486755
5.480000	-56.399130
5.490000	-56.388093
5.500000	-56.424197
5.510000	-56.533444
5.520000	-56.639993
5.530000	-56.742637
5.540000	-56.902491
5.550000	-57.105063
5.560000	-57.309326
5.570000	-57.519894
5.580000	-57.747774
5.590000	-57.984545
5.600000	-58.272579
5.610000	-58.614737
5.620000	-58.984021
5.630000	-59.390793
5.640000	-59.737968
5.650000	-60.014014
5.660000	-60.272866
5.670000	-60.486720
5.680000	-60.706211
5.690000	-60.935304
5.700000	-61.124050
5.710000	-61.282506
5.720000	-61.490671
5.730000	-61.748675
5.740000	-62.024321
5.750000	-62.337288
5.760000	-62.627406
5.770000	-62.890673
5.780000	-63.173156
5.790000	-63.461327
5.800000	-63.718729
5.810000	-63.946643
5.820000	-64.152406
5.830000	-64.326646
5.840000	-64.501199
5.850000	-64.676114
5.860000	-64.827097
5.870000	-64.960182
5.880000	-65.084839
5.890000	-65.198667
5.900000	-65.300716
5.910000	-65.392457
5.920000	-65.460817
5.930000	-65.504910
5.940000	-65.531939
5.950000	-65.538540
5.960000	-65.567905
5.970000	-65.624542
5.980000	-65.685271
5.990000	-65.762249
6.000000	-65.831701
6.010000	-65.891814
6.020000	-65.965147
6.030000	-66.046871
6.040000	-66.103104
6.050000	-66.133853
6.060000	-66.152281
6.070000	-66.150012
6.080000	-66.152783
6.090000	-66.162161
6.100000	-66.158418
6.110000	-66.147258
6.120000	-66.148288
6.130000	-66.161310
6.140000	-66.181189
6.150000	-66.213049
6.160000	-66.240835
6.170000	-66.264366
6.180000	-66.296235
6.190000	-66.333362
6.200000	-66.368534
6.210000	-66.402780
6.220000	-66.437696
6.230000	-66.471865
6.240000	-66.513306
6.250000	-66.562532
6.260000	-66.614597
6.270000	-66.671471
6.280000	-66.711336
6.290000	-66.731704
6.300000	-66.744421
6.310000	-66.743252
6.320000	-66.739807
6.330000	-66.734938
6.340000	-66.717309
6.350000	-66.689210
6.360000	-66.668150
6.370000	-66.654094
6.380000	-66.640039
6.390000	-66.630265
6.400000	-66.611458
6.410000	-66.582721
6.420000	-66.554167
6.430000	-66.522784
6.440000	-66.491634
6.450000	-66.462110
6.460000	-66.430602
6.470000	-66.398254
6.480000	-66.365693
6.490000	-66.332685
6.500000	-66.299997
6.510000	-66.267804
6.520000	-66.230223
6.530000	-66.186951
6.540000	-66.141003
6.550000	-66.090872
6.560000	-66.040197
6.570000	-65.989324
6.580000	-65.935204
6.590000	-65.878674
6.600000	-65.821717
6.610000	-65.764173
6.620000	-65.705707
6.630000	-65.646788
6.640000	-65.585579
6.650000	-65.522057
6.660000	-65.457540
6.670000	-65.391656
6.680000	-65.324274
6.690000	-65.255537
6.700000	-65.185264
6.710000	-65.113463
6.720000	-65.040591
6.730000	-64.966655
6.740000	-64.891454
6.750000	-64.815100
6.760000	-64.742412
6.770000	-64.673895
6.780000	-64.607397
6.790000	-64.544341
6.800000	-64.481943
6.810000	-64.420145
6.820000	-64.361668
6.830000	-64.306041
6.840000	-64.249852
6.850000	-64.193243
6.860000	-64.137647
6.870000	-64.082313
6.880000	-64.030117
6.890000	-63.981337
6.900000	-63.933999
6.910000	-63.888829
6.920000	-63.842121
6.930000	-63.793364
6.940000	-63.744898
6.950000	-63.695665
6.960000	-63.647457
6.970000	-63.600489
6.980000	-63.552951
6.990000	-63.505234
7.000000	-63.460906
7.010000	-63.420061
7.020000	-63.381260
7.030000	-63.345429
7.040000	-63.310062
7.050000	-63.275030
7.060000	-63.242374
7.070000	-63.211568
7.080000	-63.105110
7.090000	-62.915290
7.100000	-62.677997
7.110000	-62.370746
7.120000	-62.038430
7.130000	-61.682566
7.140000	-61.260135
7.150000	-60.779141
7.160000	-60.294487
7.170000	-59.804380
7.180000	-59.286533
7.190000	-58.753410
7.200000	-58.159655
7.210000	-57.501368
7.220000	-56.810497
7.230000	-56.075948
7.240000	-55.351545
7.250000	-54.645290
7.260000	-53.923131
7.270000	-53.200730
7.280000	-52.453340
7.290000	-51.678156
7.300000	-50.901311
7.310000	-50.117666
7.320000	-49.275010
7.330000	-48.372246
7.340000	-47.431065
7.350000	-46.438180
7.360000	-45.430587
7.370000	-44.410555
7.380000	-43.348483
7.390000	-42.252395
7.400000	-41.310676
7.410000	-40.539087
7.420000	-39.854991
7.430000	-39.312126
7.440000	-38.795138
7.450000	-38.300328
7.460000	-37.934226
7.470000	-37.675774
7.480000	-37.400128
7.490000	-37.112166
7.500000	-36.860498
7.510000	-36.616892
7.520000	-36.486745
7.530000	-36.478676
7.540000	-36.518969
7.550000	-36.633242
7.560000	-36.682004
7.570000	-36.645209
7.580000	-36.608524
7.590000	-36.531353
7.600000	-36.479306
7.610000	-36.459112
7.620000	-36.402100
7.630000	-36.321590
7.640000	-36.348211
7.650000	-36.484039
7.660000	-36.674820
7.670000	-36.953436
7.680000	-37.225929
7.690000	-37.486244
7.700000	-37.808563
7.710000	-38.172203
7.720000	-38.451343
7.730000	-38.641783
7.740000	-38.788036
7.750000	-38.856014
7.760000	-38.936170
7.770000	-39.030673
7.780000	-39.063850
7.790000	-39.052972
7.800000	-39.062029
7.810000	-39.086312
7.820000	-39.105390
7.830000	-39.133234
7.840000	-39.109944
7.850000	-39.031369
7.860000	-38.937687
7.870000	-38.814493
7.880000	-38.774608
7.890000	-38.832519
7.900000	-38.923933
7.910000	-39.081506
7.920000	-39.248563
7.930000	-39.420512
7.940000	-39.654754
7.950000	-39.940169
7.960000	-40.180437
7.970000	-40.375204
7.980000	-40.564015
7.990000	-40.723187
8.000000	-40.924568
8.010000	-41.173132
8.020000	-41.413781
8.030000	-41.662761
8.040000	-41.887154
8.050000	-42.077596
8.060000	-42.261192
8.070000	-42.426896
8.080000	-42.580568
8.090000	-42.723688
8.100000	-42.842983
8.110000	-42.939070
8.120000	-43.055855
8.130000	-43.194553
8.140000	-43.333755
8.150000	-43.484305
8.160000	-43.616521
8.170000	-43.727581
8.180000	-43.840939
8.190000	-43.949564
8.200000	-44.055167
8.210000	-44.160367
8.220000	-44.259116
8.230000	-44.352443
8.240000	-44.444383
8.250000	-44.534360
8.260000	-44.621302
8.270000	-44.705950
8.280000	-44.776943
8.290000	-44.833207
8.300000	-44.880640
8.310000	-44.916081
8.320000	-44.945551
8.330000	-44.969475
8.340000	-44.982060
8.350000	-44.984498
8.360000	-44.972868
8.370000	-44.945838
8.380000	-44.905865
8.390000	-44.851396
8.400000	-44.782993
8.410000	-44.700458
8.420000	-44.601853
8.430000	-44.486952
8.440000	-44.360585
8.450000	-44.222567
8.460000	-44.070073
8.470000	-43.904052
8.480000	-43.720654
8.490000	-43.519222
8.500000	-43.302207
8.510000	-43.068449
8.520000	-42.820296
8.530000	-42.557984
8.540000	-42.279316
8.550000	-41.984808
8.560000	-41.673201
8.570000	-41.344051
8.580000	-40.998272
8.590000	-40.635374
8.600000	-40.251927
8.610000	-39.847532
8.620000	-39.423285
8.630000	-38.978084
8.640000	-38.513771
8.650000	-38.030197
8.660000	-37.525326
8.670000	-36.999332
8.680000	-36.571003
8.690000	-36.252087
8.700000	-35.986944
8.710000	-35.809902
8.720000	-35.652099
8.730000	-35.510946
8.740000	-35.452152
8.750000	-35.463251
8.760000	-35.459219
8.770000	-35.442523
8.780000	-35.447432
8.790000	-35.454437
8.800000	-35.533194
8.810000	-35.689480
8.820000	-35.873769
8.830000	-36.102914
8.840000	-36.294605
8.850000	-36.436343
8.860000	-36.579943
8.870000	-36.701278
8.880000	-36.837719
8.890000	-36.993324
8.900000	-37.128057
8.910000	-37.249492
8.920000	-37.437258
8.930000	-37.692816
8.940000	-37.982723
8.950000	-38.327073
8.960000	-38.669096
8.970000	-39.005086
8.980000	-39.380066
8.990000	-39.781546
9.000000	-40.094389
9.010000	-40.312090
9.020000	-40.479850
9.030000	-40.565712
9.040000	-40.646767
9.050000	-40.725114
9.060000	-40.733418
9.070000	-40.686118
9.080000	-40.649762
9.090000	-40.620626
9.100000	-40.575007
9.110000	-40.527689
9.120000	-40.419526
9.130000	-40.246037
9.140000	-40.047697
9.150000	-39.810192
9.160000	-39.628014
9.170000	-39.513883
9.180000	-39.412158
9.190000	-39.350235
9.200000	-39.281887
9.210000	-39.202947
9.220000	-39.160821
9.230000	-39.146292
9.240000	-39.075386
9.250000	-38.947319
9.260000	-38.796712
9.270000	-38.602685
9.280000	-38.426849
9.290000	-38.273322
9.300000	-38.094211
9.310000	-37.903271
9.320000	-37.769656
9.330000	-37.695075
9.340000	-37.656930
9.350000	-37.673916
9.360000	-37.694878
9.370000	-37.718946
9.380000	-37.788493
9.390000	-37.893882
9.400000	-38.002830
9.410000	-38.118372
9.420000	-38.250401
9.430000	-38.392159
9.440000	-38.575400
9.450000	-38.802455
9.460000	-39.052736
9.470000	-39.334057
9.480000	-39.581332
9.490000	-39.786645
9.500000	-39.986872
9.510000	-40.163382
9.520000	-40.349719
9.530000	-40.548699
9.540000	-40.727098
9.550000	-40.891663
9.560000	-41.097321
9.570000	-41.344375
9.580000	-41.610706
9.590000	-41.909939
9.600000	-42.201213
9.610000	-42.481899
9.620000	-42.783582
9.630000	-43.097169
9.640000	-43.384759
9.650000	-43.646013
9.660000	-43.892219
9.670000	-44.113287
9.680000	-44.338590
9.690000	-44.568549
9.700000	-44.779453
9.710000	-44.976884
9.720000	-45.176792
9.730000	-45.377366
9.740000	-45.574264
9.750000	-45.770739
9.760000	-45.950286
9.770000	-46.111758
9.780000	-46.265633
9.790000	-46.407852
9.800000	-46.576769
9.810000	-46.776904
9.820000	-46.986961
9.830000	-47.217907
9.840000	-47.449662
9.850000	-47.680645
9.860000	-47.930599
9.870000	-48.195521
9.880000	-48.443811
9.890000	-48.675406
9.900000	-48.902985
9.910000	-49.118764
9.920000	-49.346487
9.930000	-49.587717
9.940000	-49.824244
9.950000	-50.061390
9.960000	-50.280945
9.970000	-50.479029
9.980000	-50.667959
9.990000	-50.841925
10.000000	-51.006981
10.010000	-51.163715
10.020000	-51.303675
10.030000	-51.427759
10.040000	-51.555565
10.050000	-51.687277
10.060000	-51.813682
10.070000	-51.939478
10.080000	-52.050570
10.090000	-52.145609
10.100000	-52.235282
10.110000	-52.316179
10.120000	-52.393519
10.130000	-52.468833
10.140000	-52.537040
10.150000	-52.599800
10.160000	-52.656270
10.170000	-52.705954
10.180000	-52.750709
10.190000	-52.790282
10.200000	-52.816223
10.210000	-52.828015
10.220000	-52.829489
10.230000	-52.818363
10.240000	-52.799841
10.250000	-52.774209
10.260000	-52.736872
10.270000	-52.688875
10.280000	-52.668029
10.290000	-52.677547
10.300000	-52.700356
10.310000	-52.747194
10.320000	-52.795110
10.330000	-52.843221
10.340000	-52.912700
10.350000	-52.999273
10.360000	-53.077313
10.370000	-53.147648
10.380000	-53.220191
10.390000	-53.289044
10.400000	-53.375481
10.410000	-53.481150
10.420000	-53.590927
10.430000	-53.709898
10.440000	-53.811054
10.450000	-53.890345
10.460000	-53.964375
10.470000	-54.025196
10.480000	-54.085186
10.490000	-54.145559
10.500000	-54.193043
10.510000	-54.230073
10.520000	-54.282069
10.530000	-54.349366
10.540000	-54.421224
10.550000	-54.503977
10.560000	-54.579244
10.570000	-54.645745
10.580000	-54.717850
10.590000	-54.791437
10.600000	-54.851151
10.610000	-54.897038
10.620000	-54.933356
10.630000	-54.956068
10.640000	-54.977411
10.650000	-54.997541
10.660000	-55.006742
10.670000	-55.007352
10.680000	-55.005097
10.690000	-54.999178
10.700000	-54.988251
10.710000	-54.973436
10.720000	-54.948448
10.730000	-54.912865
10.740000	-54.870565
10.750000	-54.819994
10.760000	-54.776640
10.770000	-54.742282
10.780000	-54.708372
10.790000	-54.679321
10.800000	-54.646935
10.810000	-54.610568
10.820000	-54.578211
10.830000	-54.548221
10.840000	-54.507989
10.850000	-54.457495
10.860000	-54.401759
10.870000	-54.337671
10.880000	-54.274724
10.890000	-54.213530
10.900000	-54.146807
10.910000	-54.076675
10.920000	-53.983100
10.930000	-53.863213
10.940000	-53.727889
10.950000	-53.571084
10.960000	-53.402503
10.970000	-53.222619
10.980000	-53.020996
10.990000	-52.799276
11.000000	-52.574412
11.010000	-52.346177
11.020000	-52.107144
11.030000	-51.861253
11.040000	-51.595342
11.050000	-51.308208
11.060000	-51.009411
11.070000	-50.695736
11.080000	-50.377949
11.090000	-50.057954
11.100000	-49.728168
11.110000	-49.391771
11.120000	-49.044442
11.130000	-48.685508
11.140000	-48.319905
11.150000	-47.946691
11.160000	-47.553972
11.170000	-47.141342
11.180000	-46.713852
11.190000	-46.268408
11.200000	-45.813083
11.210000	-45.348342
11.220000	-44.867517
11.230000	-44.372312
11.240000	-43.940679
11.250000	-43.579762
11.260000	-43.254219
11.270000	-42.986450
11.280000	-42.730069
11.290000	-42.483486
11.300000	-42.290291
11.310000	-42.142072
11.320000	-41.985171
11.330000	-41.821433
11.340000	-41.672167
11.350000	-41.525169
11.360000	-41.425085
11.370000	-41.375619
11.380000	-41.345321
11.390000	-41.345040
11.400000	-41.319235
11.410000	-41.259718
11.420000	-41.201092
11.430000	-41.127156
11.440000	-41.063604
11.450000	-41.013180
11.460000	-40.948729
11.470000	-40.875489
11.480000	-40.846412
11.490000	-40.862438
11.500000	-40.901489
11.510000	-40.976936
11.520000	-41.050919
11.530000	-41.121012
11.540000	-41.217230
11.550000	-41.331267
11.560000	-41.436552
11.570000	-41.533928
11.580000	-41.630102
11.590000	-41.718404
11.600000	-41.821551
11.610000	-41.939999
11.620000	-42.056624
11.630000	-42.175993
11.640000	-42.306587
11.650000	-42.447098
11.660000	-42.596452
11.670000	-42.756382
11.680000	-42.917066
11.690000	-43.078119
11.700000	-43.245716
11.710000	-43.417593
11.720000	-43.622601
11.730000	-43.864134
11.740000	-44.126925
11.750000	-44.419333
11.760000	-44.726203
11.770000	-45.046614
11.780000	-45.395670
11.790000	-45.770531
11.800000	-46.148695
11.810000	-46.530423
11.820000	-46.924942
11.830000	-47.326903
11.840000	-47.753812
11.850000	-48.207023
11.860000	-48.673600
11.870000	-49.157650
11.880000	-49.579452
11.890000	-49.929573
11.900000	-50.248397
11.910000	-50.512510
11.920000	-50.764739
11.930000	-51.007041
11.940000	-51.196611
11.950000	-51.341105
11.960000	-51.502777
11.970000	-51.680474
11.980000	-51.848183
11.990000	-52.020400
12.000000	-52.147766
12.010000	-52.226112
12.020000	-52.291165
12.030000	-52.331035
12.040000	-52.395260
12.050000	-52.491996
12.060000	-52.588770
12.070000	-52.700250
12.080000	-52.805238
12.090000	-52.901175
12.100000	-53.011661
12.110000	-53.132389
12.120000	-53.212917
12.130000	-53.252104
12.140000	-53.271453
12.150000	-53.258167
12.160000	-53.247687
12.170000	-53.242348
12.180000	-53.213799
12.190000	-53.169816
12.200000	-53.099778
12.210000	-52.999175
12.220000	-52.878290
12.230000	-52.732984
12.240000	-52.562226
12.250000	-52.366229
12.260000	-52.141358
12.270000	-51.886881
12.280000	-51.620489
12.290000	-51.342576
12.300000	-51.043566
12.310000	-50.727631
12.320000	-50.382834
12.330000	-50.007657
12.340000	-49.611164
12.350000	-49.190261
12.360000	-48.742804
12.370000	-48.269282
12.380000	-47.768161
12.390000	-47.238818
12.400000	-46.683957
12.410000	-46.103094
12.420000	-45.494130
12.430000	-44.857303
12.440000	-44.189391
12.450000	-43.489587
12.460000	-42.759282
12.470000	-41.997267
12.480000	-41.204269
12.490000	-40.380025
12.500000	-39.522861
12.510000	-38.632602
12.520000	-37.895932
12.530000	-37.331485
12.540000	-36.851524
12.550000	-36.510044
12.560000	-36.199257
12.570000	-35.915089
12.580000	-35.760649
12.590000	-35.716452
12.600000	-35.648551
12.610000	-35.560803
12.620000	-35.507314
12.630000	-35.457354
12.640000	-35.520558
12.650000	-35.706052
12.660000	-35.935873
12.670000	-36.236564
12.680000	-36.480090
12.690000	-36.646945
12.700000	-36.817996
12.710000	-36.955717
12.720000	-37.118085
12.730000	-37.311471
12.740000	-37.473702
12.750000	-37.616563
12.760000	-37.864360
12.770000	-38.219450
12.780000	-38.629627
12.790000	-39.126299
12.800000	-39.620988
12.810000	-40.107952
12.820000	-40.657468
12.830000	-41.250100
12.840000	-41.739241
12.850000	-42.118180
12.860000	-42.442077
12.870000	-42.670731
12.880000	-42.905588
12.890000	-43.149337
12.900000	-43.315218
12.910000	-43.422466
12.920000	-43.551300
12.930000	-43.696716
12.940000	-43.831468
12.950000	-43.973303
12.960000	-44.049472
12.970000	-44.054730
12.980000	-44.038552
12.990000	-43.983433
13.000000	-44.014182
13.010000	-44.147311
13.020000	-44.310491
13.030000	-44.539926
13.040000	-44.773932
13.050000	-45.007262
13.060000	-45.302958
13.070000	-45.648863
13.080000	-45.936156
13.090000	-46.164160
13.100000	-46.377751
13.110000	-46.550052
13.120000	-46.761607
13.130000	-47.017944
13.140000	-47.256949
13.150000	-47.496757
13.160000	-47.696916
13.170000	-47.846422
13.180000	-47.977169
13.190000	-48.075644
13.200000	-48.150222
13.210000	-48.202504
13.220000	-48.215589
13.230000	-48.190381
13.240000	-48.178641
13.250000	-48.181541
13.260000	-48.173845
13.270000	-48.168196
13.280000	-48.129050
13.290000	-48.052928
13.300000	-47.967535
13.310000	-47.864342
13.320000	-47.747903
13.330000	-47.621439
13.340000	-47.476338
13.350000	-47.314437
13.360000	-47.138849
13.370000	-46.948672
13.380000	-46.743939
13.390000	-46.525098
13.400000	-46.276651
13.410000	-45.997226
13.420000	-45.694414
13.430000	-45.363881
13.440000	-45.014149
13.450000	-44.645690
13.460000	-44.250393
13.470000	-43.829887
13.480000	-43.469063
13.490000	-43.175330
13.500000	-42.909818
13.510000	-42.696659
13.520000	-42.484834
13.530000	-42.272286
13.540000	-42.106299
13.550000	-41.977356
13.560000	-41.827190
13.570000	-41.657556
13.580000	-41.491087
13.590000	-41.314318
13.600000	-41.175310
13.610000	-41.077764
13.620000	-40.987370
13.630000	-40.915582
13.640000	-40.803178
13.650000	-40.641131
13.660000	-40.466055
13.670000	-40.260472
13.680000	-40.051227
13.690000	-39.840977
13.700000	-39.600704
13.710000	-39.335666
13.720000	-39.102006
13.730000	-38.900476
13.740000	-38.707258
13.750000	-38.536334
13.760000	-38.347160
13.770000	-38.136884
13.780000	-37.937194
13.790000	-37.738987
13.800000	-37.553526
13.810000	-37.385542
13.820000	-37.223308
13.830000	-37.071060
13.840000	-36.929938
13.850000	-36.799402
13.860000	-36.682983
13.870000	-36.581251
13.880000	-36.474425
13.890000	-36.361761
13.900000	-36.253550
13.910000	-36.144897
13.920000	-36.048600
13.930000	-35.966038
13.940000	-35.886960
13.950000	-35.814464
13.960000	-35.751694
13.970000	-35.697927
13.980000	-35.654046
13.990000	-35.620755
14.000000	-35.594170
14.010000	-35.574508
14.020000	-35.564375
14.030000	-35.563105
14.040000	-35.573181
14.050000	-35.595222
14.060000	-35.627713
14.070000	-35.671517
14.080000	-35.726166
14.090000	-35.791709
14.100000	-35.869249
14.110000	-35.958836
14.120000	-36.030294
14.130000	-36.080856
14.140000	-36.124848
14.150000	-36.153697
14.160000	-36.185206
14.170000	-36.220213
14.180000	-36.242118
14.190000	-36.254293
14.200000	-36.278205
14.210000	-36.313365
14.220000	-36.351412
14.230000	-36.397386
14.240000	-36.433926
14.250000	-36.459751
14.260000	-36.487459
14.270000	-36.512973
14.280000	-36.556553
14.290000	-36.621437
14.300000	-36.695039
14.310000	-36.783408
14.320000	-36.877652
14.330000	-36.976922
14.340000	-37.091111
14.350000	-37.218536
14.360000	-37.339789
14.370000	-37.454652
14.380000	-37.571505
14.390000	-37.685561
14.400000	-37.810884
14.410000	-37.948535
14.420000	-38.087615
14.430000	-38.231337
14.440000	-38.338108
14.450000	-38.402468
14.460000	-38.446187
14.470000	-38.456863
14.480000	-38.455770
14.490000	-38.443887
14.500000	-38.399165
14.510000	-38.325295
14.520000	-38.256266
14.530000	-38.191539
14.540000	-38.116519
14.550000	-38.039109
14.560000	-37.932638
14.570000	-37.794746
14.580000	-37.644758
14.590000	-37.476192
14.600000	-37.313945
14.610000	-37.162201
14.620000	-37.004206
14.630000	-36.847311
14.640000	-36.681044
14.650000	-36.504009
14.660000	-36.327913
14.670000	-36.150564
14.680000	-35.945822
14.690000	-35.712970
14.700000	-35.463106
14.710000	-35.189525
14.720000	-34.910337
14.730000	-34.626664
14.740000	-34.323820
14.750000	-34.005708
14.760000	-33.770118
14.770000	-33.625269
14.780000	-33.528055
14.790000	-33.506359
14.800000	-33.500436
14.810000	-33.508317
14.820000	-33.585201
14.830000	-33.720156
14.840000	-33.848151
14.850000	-33.971664
14.860000	-34.116009
14.870000	-34.266444
14.880000	-34.477734
14.890000	-34.754328
14.900000	-35.057842
14.910000	-35.401556
14.920000	-35.713658
14.930000	-35.983759
14.940000	-36.256012
14.950000	-36.509487
14.960000	-36.777827
14.970000	-37.064474
14.980000	-37.334101
14.990000	-37.593515
15.000000	-37.910081
15.010000	-38.284855
15.020000	-38.689799
15.030000	-39.141854
15.040000	-39.592557
15.050000	-40.038759
15.060000	-40.518687
15.070000	-41.021656
15.080000	-41.477163
15.090000	-41.882445
15.100000	-42.263048
15.110000	-42.599740
15.120000	-42.942340
15.130000	-43.292051
15.140000	-43.606734
15.150000	-43.895837
15.160000	-44.196336
15.170000	-44.505649
15.180000	-44.811579
15.190000	-45.122214
15.200000	-45.403343
15.210000	-45.652515
15.220000	-45.892747
15.230000	-46.115777
15.240000	-46.383551
15.250000	-46.704083
15.260000	-47.041773
15.270000	-47.414538
15.280000	-47.791396
15.290000	-48.169750
15.300000	-48.581007
15.310000	-49.019047
15.320000	-49.430458
15.330000	-49.814950
15.340000	-50.194431
15.350000	-50.555715
15.360000	-50.938448
15.370000	-51.345327
15.380000	-51.745809
15.390000	-52.148812
15.400000	-52.451003
15.410000	-52.638384
15.420000	-52.765633
15.430000	-52.801797
15.440000	-52.798717
15.450000	-52.758780
15.460000	-52.627524
15.470000	-52.413836
15.480000	-52.202927
15.490000	-51.993459
15.500000	-51.748532
15.510000	-51.487914
15.520000	-51.144887
15.530000	-50.713435
15.540000	-50.241853
15.550000	-49.713859
15.560000	-49.188653
15.570000	-48.676322
15.580000	-48.136292
15.590000	-47.586013
15.600000	-47.000924
15.610000	-46.377523
15.620000	-45.743370
15.630000	-45.093211
15.640000	-44.363663
15.650000	-43.552780
15.660000	-42.687414
15.670000	-41.751185
15.680000	-40.787600
15.690000	-39.799244
15.700000	-38.750510
15.710000	-37.650670
15.720000	-36.720344
15.730000	-35.977651
15.740000	-35.325525
15.750000	-34.826671
15.760000	-34.345478
15.770000	-33.877332
15.780000	-33.546870
15.790000	-33.329103
15.800000	-33.077910
15.810000	-32.798777
15.820000	-32.548147
15.830000	-32.292789
15.840000	-32.155689
15.850000	-32.146653
15.860000	-32.179255
15.870000	-32.283191
15.880000	-32.295616
15.890000	-32.192893
15.900000	-32.074688
15.910000	-31.893430
15.920000	-31.725280
15.930000	-31.577840
15.940000	-31.370847
15.950000	-31.119569
15.960000	-30.976078
15.970000	-30.942552
15.980000	-30.955470
15.990000	-31.052928
16.000000	-31.125135
16.010000	-31.164787
16.020000	-31.258124
16.030000	-31.380788
16.040000	-31.464082
16.050000	-31.510918
16.060000	-31.536374
16.070000	-31.523257
16.080000	-31.532014
16.090000	-31.563427
16.100000	-31.572301
16.110000	-31.570611
16.120000	-31.576623
16.130000	-31.586396
16.140000	-31.598842
16.150000	-31.617281
16.160000	-31.617831
16.170000	-31.599441
16.180000	-31.576167
16.190000	-31.542305
16.200000	-31.575572
16.210000	-31.684612
16.220000	-31.828373
16.230000	-32.029116
16.240000	-32.245062
16.250000	-32.473481
16.260000	-32.755130
